title: small/medium graph
milestones: 900
source: 0
17	23	22
17	24	34
18	19	34
18	20	12
18	21	25
18	22	7
18	23	5
0	25	2
0	28	36
0	29	37
0	30	30
0	32	12
0	33	31
0	34	46
1	25	3
1	26	18
1	27	43
1	28	9
1	29	46
1	30	7
1	31	48
1	32	41
1	33	42
1	34	26
2	25	37
2	27	28
2	28	27
2	29	46
2	30	49
2	31	49
2	32	47
2	33	22
2	34	42
3	25	31
3	26	33
3	27	18
3	28	11
3	29	16
3	30	33
3	31	47
3	32	18
3	33	42
4	25	39
4	26	27
4	27	42
4	28	17
4	29	30
4	30	17
4	31	34
4	32	40
4	33	6
4	34	16
5	25	30
5	26	47
5	27	26
5	28	1
5	29	14
5	31	3
5	33	23
5	34	16
6	25	8
6	26	43
6	27	2
6	28	12
6	30	17
6	31	48
6	32	37
6	33	26
6	34	5
7	25	22
7	26	12
7	27	39
7	28	12
7	29	38
7	30	15
7	31	2
7	32	22
7	33	13
7	34	39
8	25	32
8	26	13
8	27	38
8	28	10
8	29	22
8	30	13
8	31	21
8	32	16
8	33	43
8	34	8
9	25	21
9	26	11
9	27	35
9	28	2
9	30	40
9	31	15
9	32	18
9	34	20
10	25	1
10	27	15
10	28	42
10	30	3
10	31	33
10	32	17
10	33	36
10	34	28
11	25	10
11	26	20
11	28	23
11	29	21
11	31	7
11	32	12
11	33	6
11	34	26
12	25	25
12	26	2
12	27	5
12	28	39
12	29	40
12	30	50
12	31	45
12	32	49
12	33	5
12	34	38
13	25	38
13	26	18
13	29	7
13	30	14
13	31	46
13	32	50
13	34	6
14	25	5
14	26	24
14	27	30
14	29	43
14	30	41
14	32	28
14	33	47
14	34	29
15	26	11
15	27	3
15	28	32
15	30	33
15	31	33
15	32	33
15	33	19
15	34	19
16	25	48
16	26	42
16	27	37
16	28	48
16	29	50
16	30	26
16	31	41
16	32	41
16	34	17
17	25	33
17	26	8
17	27	16
17	28	15
17	29	18
17	30	25
17	31	19
17	32	11
17	33	8
18	25	24
18	26	1
18	27	31
18	29	21
18	30	12
18	31	6
18	32	22
18	33	29
18	34	11
19	27	14
19	28	48
19	29	42
19	30	40
19	32	44
19	33	11
19	34	25
20	25	37
20	26	13
20	27	18
20	28	25
20	29	26
20	30	44
20	31	1
20	32	11
20	33	2
20	34	28
21	25	23
21	26	25
21	27	47
21	28	47
21	29	16
21	30	47
21	31	27
21	32	24
21	34	48
22	25	40
22	26	4
22	27	38
22	28	18
22	29	44
22	31	31
22	32	33
22	33	46
22	34	27
23	25	36
23	27	35
23	29	46
23	30	40
23	31	19
23	32	2
23	33	4
23	34	45
24	25	26
24	26	42
24	27	10
24	28	46
24	30	42
24	31	5
24	32	11
24	33	4
0	35	42
0	36	36
0	37	35
0	38	4
0	40	12
0	41	38
0	42	49
1	35	10
1	36	4
1	37	1
1	38	1
1	39	39
1	40	36
1	41	41
1	42	30
2	35	25
2	36	25
2	37	30
2	38	31
2	39	3
2	40	8
2	41	31
2	42	21
3	36	26
3	38	10
3	39	45
3	40	40
3	41	34
3	42	13
4	35	22
4	36	11
4	37	15
4	39	47
4	40	13
4	42	4
5	35	32
5	36	12
5	37	50
5	38	15
5	39	13
5	40	8
5	41	40
6	35	4
6	36	6
6	38	3
6	39	13
6	40	7
6	41	27
6	42	1
7	35	17
7	36	7
7	37	29
7	38	43
7	39	19
7	40	4
7	41	7
7	42	19
8	36	26
8	37	41
8	39	1
8	40	17
8	41	36
8	42	4
9	35	26
9	36	19
9	37	2
9	39	44
9	41	1
10	35	9
10	37	2
10	38	30
10	39	33
10	40	3
10	41	36
10	42	42
11	35	15
11	37	40
11	38	30
11	39	22
11	40	13
11	41	22
11	42	17
12	35	8
12	36	15
12	37	29
12	38	43
12	39	42
12	40	32
12	41	5
12	42	20
13	35	17
13	36	39
13	37	37
13	38	30
13	39	49
13	40	27
13	41	13
13	42	45
14	35	22
14	36	31
14	38	25
14	39	8
14	40	12
14	41	1
14	42	5
15	35	32
15	36	20
15	37	10
15	38	18
15	39	40
15	40	48
15	41	24
16	35	45
16	36	18
16	37	15
16	38	2
16	42	30
17	35	23
17	36	29
17	37	9
17	38	44
17	39	40
17	40	37
17	41	24
17	42	46
18	36	5
18	39	24
18	40	10
18	41	4
18	42	25
19	35	35
19	36	34
19	37	50
19	38	30
19	39	35
19	41	49
19	42	21
20	35	19
20	36	24
20	37	23
20	38	38
20	42	19
21	35	11
21	36	12
21	37	16
21	38	16
21	39	36
21	40	16
21	41	41
21	42	20
22	35	27
22	36	47
22	38	42
22	39	37
22	40	13
22	41	28
22	42	1
23	35	30
23	36	42
23	37	11
23	38	41
23	39	26
23	40	45
23	42	1
24	35	5
24	36	11
24	37	26
24	38	44
24	40	25
24	41	48
24	42	27
25	35	32
25	36	44
25	37	29
25	38	12
25	39	33
25	40	7
25	41	35
25	42	30
26	35	39
26	36	15
26	37	36
26	39	29
26	40	9
26	41	11
26	42	12
27	35	46
27	36	2
27	37	47
27	38	32
27	39	40
27	40	23
27	41	4
27	42	47
28	35	48
28	36	24
28	37	42
28	38	24
28	39	31
28	40	5
29	35	49
29	36	36
29	37	11
29	38	9
29	40	48
29	41	24
29	42	19
30	35	10
30	36	30
30	37	1
30	38	10
30	39	43
30	40	50
30	41	36
30	42	25
31	35	43
31	36	41
31	37	28
31	38	2
31	39	24
31	41	49
31	42	5
32	35	25
32	36	12
32	37	31
32	38	1
32	39	27
32	40	3
32	41	17
33	35	21
33	36	46
33	37	32
33	38	35
33	39	49
33	40	36
33	41	10
34	35	43
34	36	21
34	37	18
34	38	38
34	39	5
34	40	50
34	41	20
34	42	2
0	43	40
0	44	3
0	45	23
0	46	9
0	47	50
0	48	5
1	43	42
1	45	18
1	46	7
1	47	17
2	43	23
2	44	7
2	45	31
2	46	32
2	47	15
2	48	28
3	43	47
3	44	5
3	45	22
3	46	49
3	47	13
3	48	20
4	43	12
4	44	21
4	45	3
4	46	2
4	47	26
4	48	5
5	43	33
5	44	40
5	46	17
5	47	8
5	48	21
6	43	41
6	44	13
6	45	40
6	46	40
6	47	19
6	48	25
7	43	27
7	45	3
7	46	28
7	47	26
7	48	46
8	43	10
8	44	34
8	45	15
8	46	47
8	47	46
8	48	44
9	43	14
9	44	4
9	45	20
9	46	45
9	47	6
9	48	7
10	43	5
10	44	17
10	45	48
10	46	46
10	47	18
10	48	34
11	43	34
11	44	15
11	45	6
11	46	43
11	47	11
11	48	41
12	43	26
12	44	19
12	45	24
12	46	40
12	47	10
12	48	9
13	43	20
13	44	16
13	45	35
13	46	23
13	47	33
13	48	48
14	43	46
14	44	11
14	45	36
14	46	38
14	47	38
14	48	45
15	43	32
15	44	40
15	45	43
15	46	1
15	47	6
15	48	1
16	43	19
16	44	9
16	45	11
16	46	40
16	47	47
16	48	15
17	43	4
17	44	47
17	46	42
17	47	46
17	48	45
18	43	22
18	44	41
18	45	2
18	46	35
18	48	9
19	43	28
19	44	12
19	45	30
19	46	22
19	47	44
19	48	3
20	44	16
20	45	24
20	46	11
20	47	3
20	48	17
21	43	16
21	44	3
21	45	12
21	46	11
21	47	10
21	48	29
22	43	13
22	44	2
22	45	32
22	46	11
22	47	46
22	48	5
23	43	39
23	44	40
23	45	48
23	46	36
23	47	25
23	48	15
24	43	22
24	44	5
24	45	9
24	46	11
24	47	20
24	48	30
25	43	41
25	45	38
25	46	30
25	47	11
25	48	48
26	43	43
26	44	39
26	45	31
26	46	22
26	47	2
26	48	24
27	43	5
27	44	44
27	45	30
27	46	7
27	47	49
28	43	36
28	44	35
28	45	28
28	46	44
28	47	25
28	48	21
29	43	31
29	44	4
29	45	2
29	46	26
29	47	9
29	48	28
30	43	15
30	44	42
30	46	39
30	47	22
30	48	38
31	43	37
31	44	13
31	45	42
31	46	40
31	47	48
31	48	29
32	43	44
32	44	25
32	45	38
32	46	8
32	47	26
32	48	14
33	43	29
33	44	24
33	45	14
33	46	21
33	47	30
33	48	19
34	43	50
34	44	49
34	45	50
34	46	46
34	48	22
35	43	48
35	44	29
35	45	9
35	46	38
35	47	2
36	43	3
36	44	20
36	45	7
36	46	7
36	47	25
36	48	37
37	43	4
37	44	3
37	45	32
37	46	23
37	47	11
37	48	34
38	43	16
38	44	22
38	45	10
38	46	5
38	47	21
38	48	36
39	43	25
39	44	9
39	45	2
39	47	8
39	48	27
40	43	16
40	44	32
40	45	1
40	46	7
40	47	5
40	48	6
41	43	23
41	44	8
41	45	43
41	46	22
41	47	8
41	48	32
42	43	19
42	44	35
42	45	12
42	46	36
42	47	1
42	48	2
0	49	8
0	50	12
0	51	42
0	52	47
0	53	22
0	54	5
0	55	5
0	56	13
1	49	11
1	50	43
1	51	7
1	52	2
1	53	5
1	54	20
1	55	35
1	56	31
2	49	10
2	50	14
2	51	6
2	52	16
2	53	44
2	54	32
2	56	45
3	49	12
3	50	16
3	51	25
3	52	6
3	54	38
3	55	15
3	56	38
4	50	48
4	51	29
4	52	47
4	54	25
4	55	39
4	56	37
5	49	4
5	50	1
5	51	27
5	52	46
5	53	10
5	55	47
5	56	19
6	49	44
6	50	34
6	51	6
6	52	42
6	53	4
6	54	26
6	55	47
6	56	28
7	49	39
7	50	38
7	51	16
7	53	29
7	54	46
7	55	50
7	56	3
8	49	44
8	50	3
8	51	24
8	52	28
8	53	24
8	54	2
8	55	32
8	56	43
9	49	24
9	50	6
9	51	49
9	52	41
9	53	50
9	54	9
9	55	40
9	56	20
10	49	31
10	50	21
10	51	42
10	52	30
10	53	35
10	54	30
10	55	18
10	56	36
11	50	42
11	51	4
11	52	17
11	53	42
11	54	42
11	55	45
11	56	12
12	49	34
12	50	1
12	51	29
12	53	45
12	54	50
12	55	50
12	56	48
13	49	8
13	50	29
13	51	10
13	52	2
13	53	12
13	54	32
13	55	4
13	56	18
14	49	20
14	50	33
14	51	35
14	52	25
14	53	15
14	54	4
14	55	43
14	56	3
15	50	31
15	51	20
15	52	39
15	53	13
15	55	18
15	56	32
16	49	35
16	50	41
16	51	11
16	52	2
16	53	5
16	54	11
16	55	33
16	56	14
17	49	5
17	50	18
17	51	42
17	52	30
17	53	33
17	54	1
17	55	31
17	56	37
18	49	35
18	50	37
18	52	38
18	53	10
18	54	43
18	55	39
19	49	26
19	50	6
19	51	45
19	53	26
19	54	48
19	55	4
20	49	36
20	50	4
20	51	16
20	52	15
20	53	29
20	55	35
21	50	41
21	51	49
21	53	44
21	54	40
21	55	15
22	49	19
22	51	8
22	52	45
22	53	5
22	54	3
22	55	34
22	56	20
23	49	16
23	50	17
23	52	50
23	55	35
23	56	30
24	50	24
24	51	22
24	52	11
24	53	7
24	54	42
24	55	19
24	56	35
25	49	26
25	50	19
25	52	35
25	53	25
25	54	24
25	55	25
25	56	13
26	49	2
26	50	29
26	51	38
26	52	16
26	53	9
26	54	9
26	55	43
26	56	6
27	50	14
27	51	20
27	52	1
27	53	10
27	54	26
27	55	11
27	56	49
28	49	38
28	50	47
28	52	49
28	53	21
28	54	31
28	55	29
28	56	33
29	49	19
29	50	1
29	51	33
29	52	35
29	53	48
29	54	14
29	55	32
30	49	2
30	50	47
30	51	29
30	52	46
30	53	19
30	54	18
30	56	42
31	49	18
31	50	47
31	51	44
31	52	6
31	53	18
31	54	2
31	55	35
31	56	29
32	49	36
32	50	16
32	51	44
32	52	30
32	53	35
32	54	49
32	55	17
32	56	19
33	49	2
33	50	6
33	53	28
33	54	13
33	55	45
34	49	25
34	50	3
34	51	33
34	52	33
34	54	14
34	55	4
34	56	20
35	49	5
35	50	6
35	51	6
35	52	5
35	53	23
35	54	16
35	55	14
35	56	35
36	49	34
36	50	33
36	51	37
36	52	7
36	53	39
36	54	21
36	55	34
36	56	14
37	49	31
37	50	48
37	51	33
37	52	40
37	53	38
37	54	41
37	55	16
37	56	35
38	49	29
38	50	25
38	51	40
38	52	4
38	53	2
38	54	22
38	55	18
38	56	29
39	49	7
39	50	38
39	51	34
39	52	45
39	53	33
39	54	25
39	55	11
39	56	50
40	50	26
40	51	19
40	52	14
40	54	40
40	55	49
40	56	6
41	49	10
41	50	7
41	52	40
41	53	50
41	54	10
41	55	38
41	56	48
42	50	41
42	51	35
42	53	42
42	54	43
42	55	4
42	56	3
43	49	21
43	50	22
43	51	40
43	52	39
43	53	48
43	54	42
43	55	25
43	56	16
44	49	28
44	50	13
44	51	13
44	52	2
44	53	28
44	54	11
44	55	10
44	56	44
45	49	46
45	50	14
45	51	39
45	52	15
45	53	42
45	54	43
45	55	37
45	56	41
46	49	38
46	50	19
46	51	18
46	52	6
46	53	16
46	54	26
46	55	30
46	56	6
47	49	37
47	50	14
47	51	25
47	52	13
47	53	36
47	54	37
47	55	17
47	56	37
48	49	31
48	50	6
48	51	27
48	52	45
48	53	30
48	54	21
48	55	42
48	56	38
0	57	2
0	58	25
0	59	18
0	61	25
0	62	39
0	64	25
0	65	40
1	57	1
1	58	10
1	59	36
1	60	42
1	61	26
1	62	47
1	63	40
1	64	3
2	57	28
2	58	2
2	59	39
2	60	3
2	61	16
2	62	5
2	63	2
2	64	14
3	57	26
3	58	2
3	59	36
3	60	20
3	61	31
3	62	11
3	63	4
3	64	11
3	65	45
4	57	17
4	58	36
4	59	39
4	60	50
4	61	2
4	62	15
4	63	34
4	64	23
4	65	9
5	57	13
5	58	43
5	59	39
5	60	26
5	62	38
5	63	45
5	64	37
5	65	9
6	57	5
6	58	32
6	59	9
6	60	22
6	61	4
6	62	27
6	63	22
6	64	4
7	57	48
7	58	33
7	59	35
7	60	13
7	61	27
7	62	40
7	63	43
7	64	2
7	65	4
8	57	11
8	58	31
8	59	29
8	62	15
8	63	23
8	64	6
8	65	7
9	57	46
9	58	22
9	59	47
9	60	44
9	61	45
9	62	10
9	63	40
9	64	4
9	65	39
10	57	17
10	58	29
10	59	39
10	60	37
10	61	13
10	62	32
10	63	33
10	64	14
10	65	38
11	57	6
11	58	46
11	59	22
11	60	45
11	61	20
11	62	14
11	63	36
11	64	30
11	65	41
12	57	11
12	58	31
12	59	23
12	60	49
12	61	42
12	62	13
12	63	22
12	64	16
12	65	17
13	57	25
13	58	1
13	59	11
13	60	7
13	61	47
13	62	11
13	63	7
13	64	17
13	65	1
14	57	3
14	59	45
14	60	11
14	61	31
14	62	43
14	63	47
14	64	24
14	65	34
15	57	19
15	58	28
15	59	50
15	60	29
15	61	23
15	62	7
15	63	4
15	64	15
15	65	45
16	57	11
16	58	38
16	59	36
16	60	44
16	61	16
16	62	43
16	63	40
16	64	2
16	65	29
17	57	33
17	58	43
17	59	10
17	61	13
17	63	16
17	64	43
17	65	49
18	57	21
18	58	14
18	59	20
18	60	35
18	61	31
18	62	25
18	63	45
18	64	36
18	65	11
19	57	37
19	58	26
19	59	34
19	60	40
19	62	32
19	63	16
19	64	49
19	65	27
20	57	23
20	58	1
20	59	37
20	60	9
20	61	24
20	62	6
20	63	23
20	64	41
20	65	11
21	57	27
21	58	36
21	59	4
21	60	50
21	61	31
21	63	9
21	64	46
21	65	15
22	57	3
22	60	16
22	61	31
22	62	28
22	63	10
22	64	28
22	65	47
23	57	42
23	58	18
23	59	23
23	60	41
23	61	11
23	62	36
23	63	15
23	64	40
23	65	44
24	57	42
24	58	39
24	59	31
24	60	39
24	62	17
24	63	35
24	64	40
24	65	48
25	57	32
25	58	41
25	59	47
25	60	38
25	61	4
25	62	45
25	63	35
25	64	17
25	65	16
26	57	26
26	58	29
26	59	21
26	60	16
26	61	27
26	62	15
26	63	6
26	65	48
27	58	37
27	59	11
27	60	30
27	61	17
27	62	35
27	63	11
27	64	23
27	65	32
28	57	6
28	58	49
28	59	10
28	60	29
28	61	4
28	62	21
28	63	33
28	64	24
28	65	11
29	57	14
29	59	32
29	60	27
29	61	19
29	62	39
29	63	8
29	64	12
29	65	41
30	57	21
30	58	11
30	60	46
30	61	38
30	62	39
30	63	50
31	57	42
31	58	48
31	60	12
31	61	41
31	62	25
31	65	11
32	57	19
32	58	2
32	59	28
32	60	29
32	61	10
32	62	33
32	63	10
32	64	18
32	65	27
33	57	24
33	58	20
33	59	46
33	60	39
33	61	13
33	62	7
33	63	16
33	64	7
33	65	10
34	57	42
34	58	30
34	59	49
34	60	25
34	61	48
34	62	36
34	63	47
34	64	4
34	65	46
35	58	36
35	59	44
35	60	29
35	61	34
35	62	25
35	63	17
35	64	44
35	65	40
36	58	4
36	59	18
36	60	13
36	61	28
36	62	14
36	63	31
36	64	33
36	65	48
37	57	7
37	58	34
37	59	50
37	61	2
37	62	12
37	64	3
38	57	7
38	58	44
38	59	30
38	60	39
38	61	14
38	62	25
38	63	3
38	64	23
38	65	44
39	57	42
39	58	37
39	59	22
39	60	41
39	61	36
39	62	39
39	63	35
40	57	6
40	58	27
40	59	22
40	61	46
40	62	21
40	63	39
40	64	27
40	65	19
41	57	15
41	58	20
41	59	45
41	60	40
41	61	44
41	62	40
41	64	20
41	65	46
42	58	18
42	59	9
42	60	5
42	61	48
42	63	24
42	64	29
42	65	36
43	57	43
43	58	26
43	59	31
43	60	43
43	61	21
43	62	21
43	63	33
43	64	37
43	65	35
44	57	34
44	58	29
44	59	47
44	60	23
44	61	45
44	62	43
44	63	34
44	64	23
44	65	36
45	57	42
45	58	7
45	59	13
45	60	4
45	61	47
45	63	31
45	64	5
45	65	50
46	57	28
46	58	43
46	59	18
46	62	29
46	63	24
46	64	16
46	65	30
47	58	44
47	59	16
47	60	6
47	61	44
47	62	44
47	63	31
47	64	13
47	65	5
48	57	46
48	58	6
48	61	19
48	62	31
48	63	48
48	64	39
48	65	47
49	57	6
49	58	35
49	59	23
49	60	37
49	61	42
49	62	46
49	63	23
49	65	18
50	57	48
50	58	9
50	59	29
50	60	36
50	61	40
50	63	37
50	64	11
50	65	4
51	57	5
51	58	25
51	61	14
51	63	36
51	64	13
51	65	2
52	57	14
52	58	14
52	60	1
52	61	43
52	62	6
52	63	41
52	64	23
53	57	27
53	58	38
53	59	22
53	60	33
53	61	27
53	62	12
53	63	25
53	64	1
53	65	26
54	57	32
54	58	16
54	59	23
54	60	18
54	61	2
54	62	26
54	63	49
54	64	23
54	65	22
55	59	13
55	60	26
55	61	10
55	62	40
55	63	42
55	64	27
55	65	47
56	57	36
56	58	6
56	59	25
56	60	40
56	61	6
56	62	3
56	63	28
56	64	27
56	65	34
0	66	11
0	67	2
0	68	8
0	69	3
0	70	39
1	66	23
1	67	15
1	68	35
1	69	18
2	66	19
2	67	50
2	68	31
2	69	1
2	70	1
3	66	2
3	69	44
3	70	27
4	66	14
4	67	44
4	68	28
4	69	6
4	70	12
5	66	43
5	67	37
5	68	7
5	69	36
5	70	17
6	66	48
6	67	23
6	69	18
6	70	2
7	66	47
7	67	41
7	68	4
7	69	30
7	70	38
8	66	41
8	67	45
8	69	7
8	70	40
9	67	8
9	68	40
9	69	1
9	70	34
10	66	8
10	67	48
10	68	45
10	69	7
10	70	20
11	66	27
11	67	38
11	68	25
11	69	14
11	70	43
12	66	18
12	67	9
12	68	15
12	69	2
12	70	39
13	66	37
13	67	21
13	68	2
13	69	23
13	70	14
14	66	45
14	67	6
14	68	9
14	69	20
14	70	8
15	66	39
15	67	48
15	69	12
15	70	6
16	66	38
16	67	18
16	68	12
16	69	36
16	70	28
17	66	43
17	67	42
17	68	29
17	69	45
17	70	47
18	66	18
18	67	8
18	68	6
18	69	1
18	70	6
19	66	50
19	68	18
19	69	11
19	70	13
20	68	35
20	69	2
20	70	48
21	66	16
21	67	26
21	68	27
21	69	41
21	70	43
22	67	13
22	68	32
22	69	44
22	70	31
23	66	43
23	67	35
23	68	49
23	70	21
24	66	40
24	67	27
24	68	27
24	69	39
24	70	39
25	66	29
25	67	28
25	68	45
25	69	35
25	70	25
26	66	37
26	67	10
26	68	31
26	70	25
27	66	10
27	67	5
27	68	50
27	69	8
27	70	49
28	66	44
28	67	40
28	68	7
28	69	21
28	70	28
29	66	11
29	67	15
29	68	6
29	69	37
30	67	12
30	68	36
30	69	36
30	70	28
31	68	5
31	69	8
32	66	16
32	67	30
32	68	17
32	69	15
32	70	25
33	66	18
33	67	10
33	68	26
33	69	29
33	70	8
34	66	18
34	67	24
34	68	38
34	69	19
34	70	13
35	66	33
35	67	1
35	68	33
35	69	22
36	66	48
36	67	48
36	68	29
36	69	4
36	70	44
37	66	10
37	67	6
37	68	14
37	69	45
37	70	38
38	66	31
38	67	3
38	68	3
38	69	43
38	70	42
39	66	3
39	67	10
39	69	38
39	70	22
40	66	10
40	67	50
40	69	7
40	70	33
41	66	34
41	67	21
41	68	23
41	69	24
41	70	45
42	66	48
42	67	7
42	68	28
42	69	2
42	70	6
43	66	16
43	67	29
43	68	44
43	69	40
43	70	45
44	66	2
44	67	44
44	68	45
44	69	1
44	70	45
45	67	44
45	68	46
45	69	10
45	70	48
46	66	18
46	67	22
46	68	45
46	69	6
46	70	38
47	66	19
47	67	11
47	69	35
48	66	35
48	67	21
48	68	4
48	69	14
48	70	12
49	66	13
49	67	29
49	68	28
49	69	45
49	70	50
50	67	37
50	68	19
50	70	20
51	66	4
51	67	31
51	68	32
51	69	23
51	70	18
52	66	35
52	67	10
52	69	39
52	70	18
53	67	44
53	68	25
53	69	29
53	70	12
54	66	4
54	67	34
54	68	49
54	69	1
54	70	18
55	66	17
55	67	8
55	68	16
55	69	2
55	70	7
56	66	26
56	67	6
56	68	41
56	69	12
56	70	18
57	66	48
57	67	8
57	68	32
57	69	1
57	70	40
58	66	4
58	67	7
58	68	12
58	69	31
58	70	33
59	66	48
59	67	36
59	68	27
59	69	38
59	70	48
60	66	15
60	68	23
60	69	9
60	70	33
61	66	23
61	67	45
61	68	12
61	69	44
61	70	37
62	66	19
62	67	6
62	68	14
62	69	5
63	67	39
63	68	9
63	69	36
63	70	18
64	67	2
64	68	39
64	69	31
64	70	20
65	66	15
65	67	27
65	68	27
65	69	33
65	70	16
0	71	8
0	73	46
0	74	16
0	75	38
0	76	2
0	77	16
0	78	19
0	79	12
1	71	27
1	72	39
1	74	15
1	75	16
1	76	2
1	77	34
1	78	34
2	72	39
2	73	9
2	74	34
2	75	23
2	76	26
2	77	34
2	78	39
2	79	9
3	71	22
3	72	7
3	73	24
3	74	5
3	75	46
3	76	25
3	77	31
3	78	24
3	79	13
4	71	43
4	72	41
4	73	13
4	74	45
4	75	48
4	76	31
4	77	2
4	78	10
4	79	40
5	71	35
5	72	11
5	73	33
5	74	13
5	75	2
5	76	35
5	77	20
5	78	14
5	79	45
6	71	25
6	72	26
6	73	22
6	74	30
6	75	10
6	77	49
6	78	20
7	71	2
7	72	20
7	73	42
7	74	3
7	75	42
7	76	6
7	77	34
7	79	11
8	71	13
8	72	12
8	73	15
8	74	30
8	75	23
8	76	29
8	78	14
8	79	48
9	71	12
9	72	8
9	73	18
9	74	41
9	75	8
9	76	25
9	78	15
9	79	20
10	71	26
10	72	13
10	73	41
10	74	36
10	75	30
10	76	34
10	77	7
10	78	40
11	71	6
11	72	29
11	74	38
11	75	11
11	76	9
11	77	37
11	78	2
11	79	16
12	71	21
12	72	2
12	73	24
12	74	15
12	75	10
12	76	30
12	77	17
12	78	7
12	79	37
13	71	18
13	72	29
13	73	7
13	74	5
13	76	6
13	77	34
13	78	31
14	71	36
14	72	6
14	73	26
14	74	22
14	75	16
14	76	13
14	77	19
14	78	27
14	79	27
15	71	16
15	72	45
15	73	27
15	74	27
15	75	49
15	77	39
15	78	4
15	79	30
16	71	32
16	72	29
16	73	12
16	74	1
16	75	38
16	76	11
16	77	30
16	78	40
16	79	12
17	71	41
17	72	40
17	73	25
17	74	47
17	75	13
17	76	22
17	77	10
17	78	43
17	79	41
18	71	7
18	73	46
18	74	2
18	75	25
18	76	12
18	77	33
18	78	30
18	79	13
19	71	35
19	72	7
19	73	16
19	74	21
19	75	20
19	76	4
19	77	15
19	78	17
19	79	50
20	71	2
20	72	32
20	73	25
20	75	7
20	76	46
20	77	29
20	78	50
20	79	14
21	71	47
21	72	21
21	73	43
21	74	14
21	75	10
21	76	20
21	77	24
21	78	22
21	79	14
22	71	3
22	72	17
22	73	26
22	74	27
22	75	19
22	76	37
22	77	29
22	78	7
22	79	45
23	71	46
23	72	4
23	73	33
23	74	28
23	75	5
23	76	35
23	77	49
23	78	26
23	79	48
24	71	28
24	72	8
24	73	4
24	75	32
24	76	41
24	77	25
24	79	33
25	72	17
25	73	16
25	74	23
25	75	9
25	76	14
25	78	30
26	71	10
26	72	30
26	73	25
26	74	41
26	75	8
26	76	42
26	77	22
26	78	19
26	79	11
27	71	35
27	72	9
27	73	41
27	74	1
27	75	16
27	76	34
27	77	44
27	79	26
28	71	10
28	72	43
28	73	12
28	74	8
28	77	15
28	78	42
29	71	17
29	72	9
29	73	29
29	74	14
29	75	32
29	76	7
29	77	44
29	79	45
30	71	5
30	72	19
30	73	14
30	74	12
30	75	10
30	76	23
30	77	28
30	78	18
30	79	31
31	71	15
31	74	23
31	75	18
31	76	33
31	77	2
31	78	14
31	79	20
32	71	23
32	72	12
32	73	44
32	74	12
32	75	23
32	76	39
32	78	19
32	79	42
33	71	11
33	72	34
33	73	23
33	74	35
33	75	36
33	76	49
33	77	34
33	78	17
33	79	43
34	71	11
34	72	14
34	73	38
34	74	15
34	75	29
34	76	49
34	77	46
34	78	24
34	79	9
35	71	15
35	73	50
35	74	31
35	77	10
35	78	7
35	79	20
36	71	27
36	72	8
36	73	14
36	74	7
36	76	29
36	77	45
36	78	25
36	79	1
37	71	1
37	72	41
37	73	15
37	74	3
37	75	46
37	76	37
37	77	33
37	78	37
37	79	17
38	71	46
38	72	22
38	73	43
38	74	42
38	75	3
38	76	44
38	77	6
38	79	46
39	71	5
39	72	5
39	73	29
39	74	23
